year,COWcode,v2x_polyarchy,e_pt_coup,e_wb_pop,e_peinfmor,e_mipopula,e_pop,e_gdppc,e_peaveduc
1977,135,0.101,0,16258323,87,16064.55,1684.106,5.128,5.349
1978,135,0.18,0,16683451,85.5,16474.8,1728.847,5.068,5.496
1979,135,0.164,0,17113393,83.9,16885.05,1778.585,5.156,5.643
1980,135,0.444,0,17547612,82.4,17295.3,1833.673,5.226,5.79
1981,135,0.684,0,17985398,80.7,17725.77,1882.256,5.297,5.933
1982,135,0.678,0,18426420,78.7,18156.24,1928.625,5.159,6.076
1983,135,0.678,0,18870988,76.3,18586.71,1964.055,4.876,6.219
1984,135,0.678,0,19319746,73.7,19017.18,2010.906,4.847,6.362
1985,135,0.669,0,19772871,70.7,19447.65,2054.086,4.909,6.505
1986,135,0.671,0,20230385,67.6,19878.12,2116.597,5.107,6.648
1987,135,0.671,0,20691285,64.6,20308.59,2170.508,5.23,6.791
1988,135,0.671,0,21153462,61.7,20739.06,2208.296,4.935,6.934
1989,135,0.671,0,21614193,58.9,21169.53,2243.777,4.433,7.077
1990,135,0.616,0,22071433,56.3,21600,2296.704,4.237,7.22
1991,135,0.596,0,22522383,53.7,22048.7,2344.981,4.188,7.332
1992,135,0.229,1,22966822,51,22497.4,2390.483,4.187,7.444
1993,135,0.259,0,23408135,48.2,22946.1,2440.681,4.361,7.556
1994,135,0.255,0,23851405,45.4,23394.8,2507.512,4.687,7.668
1995,135,0.358,0,24299168,42.5,23843.5,2558.583,5.015,7.78
1996,135,0.372,0,24753825,39.7,24292.2,2605.733,5.164,7.892
1997,135,0.372,0,25210957,36.9,24740.9,2661.091,5.309,8.004
1998,135,0.358,0,25658070,34.3,25189.6,2697.171,5.324,8.116
1999,135,0.358,0,26078295,31.8,25638.3,2735.281,5.302,8.228
2000,135,0.427,1,26459944,29.6,26087,2766.02,5.357,8.34
2001,135,0.696,0,26799289,27.6,,2800.276,5.405,8.393
2002,135,0.793,0,27100964,25.7,,2841.734,5.568,8.446
2003,135,0.793,0,27372217,24.1,,2869.764,5.786,8.499
2004,135,0.791,0,27624226,22.6,,2903.548,6.069,8.552
2005,135,0.791,0,27866140,21.3,,2926.609,6.45,8.605
2006,135,0.788,0,28102055,20.1,,2965.052,6.952,8.658
2007,135,0.786,0,28333050,19,,3011.684,7.45,8.711
2008,135,0.79,0,28562321,18,,3032.428,7.907,8.764
2009,135,0.789,0,28792663,17.1,,3046.069,8.209,8.817
2010,135,0.795,0,29027680,16.3,,3088.258,8.737,8.87
2011,135,0.801,0,29264314,15.6,,3119.26,9.281,8.87
2012,135,0.809,0,29506790,14.9,,3154.219,9.673,8.87
2013,135,0.806,0,29773986,14.2,,3184.913,10.026,8.87
2014,135,0.805,0,30090372,13.6,,3202.913,10.244,8.87
2015,135,0.795,0,30470739,13.1,,3233.988,10.481,8.87
2016,135,0.775,0,30926036,,,3278.429,10.658,8.87
2017,135,0.775,0,31444299,,,3320.13,10.832,8.87
2018,135,0.793,0,31989265,,,3375.765,10.977,8.87
2019,135,0.785,0,32510462,,,3407.644,10.937,8.87
2020,135,0.803,0,32971846,,,,,8.87
2021,135,0.759,0,,,,,,8.87
1904,433,0.049,,,,,,,
1905,433,0.051,,,,,,,
1906,433,0.051,,,,,,,
1907,433,0.051,,,,,,,
1908,433,0.054,,,,,,,
1909,433,0.051,,,,,,,
1910,433,0.051,,,,1502.619,,,0.14
1911,433,0.051,,,,1511.882,,,0.142
1912,433,0.051,,,,1521.145,,,0.144
1913,433,0.051,,,,1530.408,,,0.146
1914,433,0.051,,,,1539.671,,,0.148
1915,433,0.051,,,,1548.934,,,0.15
1916,433,0.051,,,,1558.197,,,0.152
1917,433,0.051,,,,1567.46,,,0.154
1918,433,0.051,,,,1576.723,,,0.156
1919,433,0.051,,,,1585.986,,,0.158
1920,433,0.051,,,,1595.249,,,0.16
1921,433,0.051,,,,1620.859,,,0.162
1922,433,0.051,,,,1646.47,,,0.164
1923,433,0.051,,,,1672.08,,,0.166
1924,433,0.051,,,,1697.69,,,0.168
1925,433,0.051,,,,1723.301,,,0.17
1926,433,0.051,,,,1748.911,,,0.172
1927,433,0.051,,,,1774.521,,,0.174
1928,433,0.051,,,,1800.131,,,0.176
1929,433,0.051,,,,1825.742,,,0.178
1930,433,0.052,,,,1851.352,,,0.18
1931,433,0.052,,,,1878.966,,,0.182
1932,433,0.052,,,,1906.581,,,0.184
1933,433,0.052,,,,1934.195,,,0.186
1934,433,0.052,,,,1961.809,,,0.188
1935,433,0.052,,,,1989.423,,,0.19
1936,433,0.052,,,,2017.038,,,0.192
1937,433,0.052,,,,2044.652,,,0.194
1938,433,0.052,,,,2072.266,,,0.196
1939,433,0.052,,,,2099.881,,,0.198
1940,433,0.052,,,,2127.495,,,0.2
1941,433,0.052,,,,2169.045,,,0.202
1942,433,0.052,,,,2210.596,,,0.204
1943,433,0.052,,,,2252.146,,,0.206
1944,433,0.052,,,143,2293.697,,,0.208
1945,433,0.101,,,142,2335.248,,,0.21
1946,433,0.232,,,140,2376.798,,,0.212
1947,433,0.232,,,139,2418.348,,,0.214
1948,433,0.232,,,138,2459.899,,,0.216
1949,433,0.232,,,137,2501.45,,,0.218
1950,433,0.235,,,142,2543,290.711,2.28,0.22
1951,433,0.235,,,140,2616.4,292.269,2.286,0.237
1952,433,0.237,,,138,2689.8,295.012,2.314,0.254
1953,433,0.237,,,136,2763.2,300.102,2.341,0.271
1954,433,0.237,,,134,2836.6,305.688,2.362,0.288
1955,433,0.237,,,132,2910,312.492,2.398,0.305
1956,433,0.237,,,130,2983.4,319.089,2.428,0.322
1957,433,0.239,,,129,3056.8,325.964,2.462,0.339
1958,433,0.24,,,128,3130.2,333.425,2.506,0.356
1959,433,0.237,,,127,3203.6,341.799,2.542,0.373
1960,433,0.391,0,3206757,126,3277,349.757,2.649,0.39
1961,433,0.383,0,3295280,126,3381.089,357.881,2.678,0.412
1962,433,0.383,1,3386803,126,3485.178,364.871,2.679,0.434
1963,433,0.263,0,3481654,126,3589.267,374.88,2.674,0.456
1964,433,0.328,0,3580241,126,3693.356,385.911,2.661,0.478
1965,433,0.328,0,3682879,126,3797.445,396.772,2.643,0.5
1966,433,0.328,0,3789381,125,3901.535,410.092,2.62,0.522
1967,433,0.328,0,3899648,125,4005.624,420.803,2.546,0.544
1968,433,0.356,0,4014107,124,4109.713,432.126,2.481,0.566
1969,433,0.375,0,4133324,123,4213.802,441.964,2.36,0.588
1970,433,0.375,0,4257508,122,4317.891,457.46,2.365,0.61
1971,433,0.375,0,4387532,120,4464.802,469.751,2.333,0.675
1972,433,0.375,0,4522886,118,4611.713,484.817,2.319,0.74
1973,433,0.36,0,4660726,115,4758.624,498.015,2.239,0.805
1974,433,0.359,0,4797188,112,4905.535,513.59,2.25,0.87
1975,433,0.359,0,4929846,108,5052.446,528.897,2.306,0.935
1976,433,0.37,0,5057375,104,5199.356,545.629,2.346,1
1977,433,0.37,0,5181505,101,5346.267,560.691,2.289,1.065
1978,433,0.391,0,5306685,97.3,5493.178,573.544,2.217,1.13
1979,433,0.395,0,5439069,94.3,5640.089,591.526,2.214,1.195
1980,433,0.417,0,5583157,91.7,5787,606.392,2.162,1.26
1981,433,0.455,0,5740441,89.5,6008.4,623.222,2.16,1.328
1982,433,0.471,0,5909734,87.4,6229.8,644.566,2.257,1.396
1983,433,0.494,0,6089567,85.4,6451.2,663.971,2.28,1.464
1984,433,0.503,0,6277420,83.2,6672.6,686.729,2.278,1.532
1985,433,0.503,0,6471329,80.8,6894,711.717,2.316,1.6
1986,433,0.503,0,6670665,78.1,7115.4,733.76,2.352,1.668
1987,433,0.503,0,6875746,75.5,7336.8,756.476,2.37,1.736
1988,433,0.508,0,7086624,73.2,7558.2,781.058,2.365,1.804
1989,433,0.508,0,7303511,71.5,7779.6,802.998,2.319,1.872
1990,433,0.522,0,7526306,70.3,8001,828.48,2.283,1.94
1991,433,0.535,0,7755503,69.7,8268.7,849.99,2.253,2.003
1992,433,0.544,0,7990090,69.6,8536.4,876.5,2.225,2.066
1993,433,0.625,0,8226749,69.9,8804.1,897.666,2.171,2.129
1994,433,0.643,0,8461066,70.3,9071.8,922.337,2.149,2.192
1995,433,0.651,0,8690155,70.8,9339.5,949.941,2.156,2.255
1996,433,0.656,0,8912872,71.2,9607.2,972.985,2.176,2.318
1997,433,0.656,0,9130876,71.2,9874.9,997.312,2.191,2.381
1998,433,0.654,0,9347777,70.9,10142.6,1024.343,2.247,2.444
1999,433,0.652,0,9568717,70,10410.3,1053.085,2.307,2.507
2000,433,0.683,0,9797731,68.5,10678,1073.715,2.325,2.57
2001,433,0.609,0,10036102,66.4,,1096.501,2.353,2.612
2002,433,0.694,0,10283694,63.9,,1124.36,2.345,2.654
2003,433,0.694,0,10541470,61.3,,1152.762,2.393,2.696
2004,433,0.694,0,10810086,58.8,,1184.502,2.43,2.738
2005,433,0.694,0,11090123,56.3,,1218.36,2.473,2.78
2006,433,0.694,0,11382272,54,,1250.854,2.484,2.822
2007,433,0.691,0,11687078,51.9,,1283.888,2.533,2.864
2008,433,0.687,0,12004700,50,,1319.087,2.544,2.906
2009,433,0.689,0,12335092,48.3,,1355.981,2.566,2.948
2010,433,0.693,0,12678143,46.7,,1397.884,2.585,2.99
2011,433,0.693,0,13033814,45.3,,1434.396,2.576,2.99
2012,433,0.689,0,13401990,44.1,,1470.058,2.592,2.99
2013,433,0.719,0,13782429,43.1,,1504.822,2.621,2.99
2014,433,0.718,0,14174740,42.3,,1543.364,2.686,2.99
2015,433,0.718,0,14578450,41.7,,1577.316,2.768,2.99
2016,433,0.716,0,14993514,,,1616.866,2.876,2.99
2017,433,0.715,0,15419354,,,1657.395,2.999,2.99
2018,433,0.702,0,15854324,,,1695.555,3.122,2.99
2019,433,0.731,0,16296362,,,1712.323,3.207,2.99
2020,433,0.741,0,16743930,,,,,2.99
2021,433,0.708,0,,,,,,2.99
2011,626,0.213,0,9830695,68.3,,1096.2,26.348,
2012,626,0.215,0,10113648,66.1,,1086.85,23.543,
2013,626,0.186,0,10355030,64,,1097.443,22.604,
2014,626,0.18,0,10554882,62,,1112.995,21.801,
2015,626,0.183,0,10715657,60.3,,1127.728,21.312,
2016,626,0.172,0,10832520,,,1139.966,21.253,
2017,626,0.171,0,10910774,,,1149.446,21.445,
2018,626,0.164,0,10975924,,,1158.459,21.569,
2019,626,0.174,0,11062114,,,1163.248,21.725,
2020,626,0.188,0,11193729,,,,,
2021,626,0.136,0,,,,,,
1900,625,0.058,,,,,660.256,1.855,
1901,625,0.058,,,,,660.645,1.867,
1902,625,0.058,,,,,660.535,1.875,
1903,625,0.058,,,,,658.363,1.862,
1904,625,0.058,,,,,660.956,1.859,
1905,625,0.058,,,,,661.56,1.863,
1906,625,0.058,,,,,661.714,1.858,
1907,625,0.058,,,,,662.721,1.863,
1908,625,0.058,,,,,665.28,1.855,
1909,625,0.058,,,,,663.49,1.854,
1910,625,0.058,,,,,661.573,1.864,
1911,625,0.058,,,,,661.978,1.854,
