year,COWcode,v2x_polyarchy,e_pt_coup,e_wb_pop,e_peinfmor,e_mipopula,e_pop,e_gdppc,e_peaveduc
2017,150,0.588,0,6867058,,,740.325,9.343,7.07
2018,150,0.582,0,6956069,,,748.578,9.518,7.07
2019,150,0.577,0,7044639,,,750.296,9.582,7.07
2020,150,0.57,0,7132530,,,,,7.07
2021,150,0.57,0,,,,,,7.07
1789,360,,,,,,542.659,0.798,
1790,360,,,,,,543.717,0.794,
1791,360,,,,,,547.139,0.799,
1792,360,,,,,,551.882,0.794,
1793,360,,,,,,555.363,0.788,
1794,360,,,,,,561.953,0.789,
1795,360,,,,,,566.801,0.788,
1796,360,,,,,,569.009,0.787,
1797,360,,,,,,575.358,0.784,
1798,360,,,,,,579.946,0.784,
1799,360,,,,,,583.574,0.778,
1800,360,,,,,5500,588.353,0.783,
1801,360,,,,,5544.45,591.661,0.778,
1802,360,,,,,5588.9,594.306,0.773,
1803,360,,,,,5633.35,600.637,0.769,
1804,360,,,,,5677.8,605.262,0.769,
1805,360,,,,,5722.25,609.111,0.764,
1806,360,,,,,5766.7,612.969,0.762,
1807,360,,,,,5811.15,615.583,0.767,
1808,360,,,,,5855.6,618.321,0.765,
1809,360,,,,,5900.05,623.923,0.763,
1810,360,,,,,5944.5,627.7,0.765,
1811,360,,,,,5988.95,630.313,0.764,
1812,360,,,,,6033.4,636.584,0.76,
1813,360,,,,,6077.85,640.239,0.757,
1814,360,,,,,6122.3,646.792,0.761,
1815,360,,,,,6166.75,653.473,0.763,
1816,360,,,,,6211.2,657.487,0.76,
1817,360,,,,,6255.65,663.467,0.758,
1818,360,,,,,6300.1,667.211,0.757,
1819,360,,,,,6344.55,672.029,0.757,
1820,360,,,,,6389,675.089,0.751,
1821,360,,,,,6442.7,678.308,0.748,
1822,360,,,,,6496.4,681.851,0.75,
1823,360,,,,,6550.1,689.151,0.75,
1824,360,,,,,6603.8,693.03,0.744,
1825,360,,,,,6657.5,698.466,0.745,
1826,360,,,,,6711.2,700.209,0.744,
1827,360,,,,,6764.9,703.41,0.737,
1828,360,,,,,6818.6,708.149,0.739,
1829,360,,,,,6872.3,713.662,0.735,
1830,360,,,,,6926,715.856,0.736,
1831,360,0.077,,,,6979.7,722.102,0.732,
1832,360,0.037,,,,7033.4,727.256,0.731,
1833,360,0.037,,,,7087.1,729.297,0.721,
1834,360,0.037,,,,7140.8,731.884,0.717,
1835,360,0.037,,,,7194.5,734.62,0.713,
1836,360,0.04,,,,7248.2,740.119,0.716,
1837,360,0.036,,,,7301.9,739.816,0.709,
1838,360,0.036,,,,7355.6,743.028,0.708,
1839,360,0.036,,,,7409.3,745.183,0.706,
1840,360,0.036,,,,7463,748.532,0.705,
1841,360,0.041,,,,7516.7,751.879,0.701,
1842,360,0.037,,,,7570.4,756.41,0.705,
1843,360,0.037,,,,7624.1,758.683,0.7,
1844,360,0.037,,,,7677.8,763.603,0.695,
1845,360,0.037,,,,7731.5,765.61,0.696,
1846,360,0.042,,,,7785.2,768.696,0.693,
1847,360,0.037,,,,7838.9,771.97,0.695,
1848,360,0.037,,,,7892.6,775.198,0.692,
1849,360,0.037,,,,7946.3,778.553,0.688,
1850,360,0.037,,,,8000,781.354,0.688,
1851,360,0.037,,,,8058.95,777.167,0.678,
1852,360,0.037,,,,8117.9,770.374,0.672,
1853,360,0.037,,,,8176.85,761.199,0.671,
1854,360,0.037,,,,8235.8,753.546,0.662,
1855,360,0.037,,,,8294.75,747.422,0.655,
1856,360,0.037,,,,8353.7,739.149,0.651,
1857,360,0.037,,,,8412.65,734.425,0.641,
1858,360,0.054,,,,8471.6,725.452,0.632,
1859,360,0.093,,,,8530.55,718.467,0.623,
1860,360,0.155,,,,8589.5,715.019,0.618,
1861,360,0.173,,,,8648.45,705.954,0.552,
1862,360,0.189,,,,8707.4,694.077,0.49,
1863,360,0.189,,,,8766.35,683.836,0.461,
1864,360,0.211,,,245,8825.3,671.951,0.442,
1865,360,0.199,,,219,8884.25,664.823,0.419,
1866,360,0.189,,,239,8943.2,655.684,0.42,
1867,360,0.221,,,194,9002.15,647.413,0.447,
1868,360,0.221,,,203,9061.1,636.774,0.476,
1869,360,0.219,,,193,9120.05,627.488,0.52,
1870,360,0.219,,,159,9179,618.127,0.612,
1871,360,0.221,,,144,9238.7,539.389,0.543,
1872,360,0.221,,,198,9298.4,503.2,0.514,
1873,360,0.221,,,191,9358.1,485.828,0.508,
1874,360,0.221,,,214,9417.8,476.907,0.517,
1875,360,0.219,,,203,9477.5,472.977,0.542,
1876,360,0.219,,,196,9537.2,474.022,0.559,
1877,360,0.219,,,190,9596.9,476.988,0.575,
1878,360,0.219,,,224,9656.6,482.564,0.605,
1879,360,0.222,,,185,9716.3,489.851,0.647,
1880,360,0.222,,,230,9776,500.325,0.727,
1881,360,0.222,,,177,9835.7,498.253,0.664,
1882,360,0.222,,,199,9895.4,500.833,0.665,
1883,360,0.22,,,175,9955.1,507.622,0.654,
1884,360,0.22,,,178,10014.8,514.802,0.639,
1885,360,0.22,,,170,10074.5,525.496,0.668,
1886,360,0.22,,,183,10134.2,537.906,0.697,
1887,360,0.22,,,193,10193.9,552.934,0.714,
1888,360,0.221,,,199,10253.6,575.01,0.745,
1889,360,0.221,,,191,10313.3,609.364,0.796,
1890,360,0.221,,,211,10373,671.029,0.898,
1891,360,0.22,,,209,10435.7,625.162,0.827,
1892,360,0.22,,,243,10498.4,605.92,0.802,
1893,360,0.22,,,217,10561.1,599.885,0.79,
1894,360,0.22,,,227,10623.8,598.464,0.796,
1895,360,0.222,,,201,10686.5,601.232,0.792,
1896,360,0.222,,,230,10749.2,608.545,0.782,
1897,360,0.222,,,215,10811.9,623.479,0.757,
1898,360,0.222,,,222,10874.6,647.237,0.764,
1899,360,0.222,,,198,10937.3,681.858,0.756,
1900,360,0.241,,,197,11000,742.251,0.844,0.837
1901,360,0.241,,,202,11086.6,701.628,0.816,0.889
1902,360,0.241,,,212,11173.2,686.525,0.79,0.941
1903,360,0.241,,,294,11259.8,679.213,0.773,0.993
1904,360,0.241,,,285.333,11346.4,682.823,0.745,1.046
1905,360,0.242,,,276.667,11433,692.201,0.788,1.098
1906,360,0.242,,,268,11519.6,703.23,0.814,1.15
1907,360,0.239,,,259.333,11606.2,718.977,0.807,1.203
1908,360,0.242,,,250.667,11692.8,748.793,0.838,1.255
1909,360,0.242,,,242,11779.4,790.389,0.888,1.307
1910,360,0.242,,,233.333,11866,865.611,1.018,1.359
1911,360,0.241,,,224.667,11913.4,858.001,1.021,1.438
1912,360,0.241,,,216,11960.8,894.033,1.051,1.517
1913,360,0.242,,,233,12008.2,991.249,1.124,1.597
1914,360,0.242,,,217,12055.6,1038.005,0.981,1.676
1915,360,0.242,,,199,12103,1084.243,0.929,1.755
1916,360,0.241,,,203.4,12150.4,1130.339,0.875,1.834
1917,360,0.233,,,207.8,12197.8,1181.333,0.818,1.913
1918,360,0.233,,,212.2,12245.2,1235.89,0.777,1.992
1919,360,0.243,,,216.6,12292.6,1294.832,0.736,2.071
1920,360,0.239,,,221,12340,1357.81,0.693,2.15
1921,360,0.242,,,200,12520.1,1435.695,0.703,2.258
1922,360,0.238,,,207,12700.2,1480.455,0.741,2.365
1923,360,0.237,,,207,12880.3,1521.266,0.796,2.473
1924,360,0.226,,,201,13060.4,1561.568,0.873,2.58
1925,360,0.23,,,192,13240.5,1621.465,1.013,2.688
1926,360,0.233,,,194,13420.6,1660.05,1.073,2.796
1927,360,0.237,,,209,13600.7,1694.098,1.123,2.903
1928,360,0.239,,,184,13780.8,1737.774,1.177,3.011
1929,360,0.245,,,197,13960.9,1756.211,1.185,3.119
1930,360,0.228,,,176,14141,1757.552,1.113,3.226
1931,360,0.226,,,180,14317.6,1772.016,1.104,3.33
1932,360,0.224,,,185,14494.2,1810.326,1.102,3.433
1933,360,0.224,,,174,14670.8,1849.486,1.15,3.537
1934,360,0.222,,,182,14847.4,1857.271,1.123,3.64
1935,360,0.222,,,192,15024,1867.815,1.13,3.744
1936,360,0.222,,,175,15200.6,1895.604,1.152,3.847
1937,360,0.215,,,178,15377.2,1919.865,1.208,3.951
1938,360,0.134,,,183,15553.8,1902.54,1.197,4.054
1939,360,0.134,,,176,15730.4,1804.114,1.033,4.157
1940,360,0.118,,,188,15907,1752.762,0.943,4.261
1941,360,0.118,,,166,15947.4,1723.321,0.892,4.394
1942,360,0.118,,,178,15987.8,1712.224,0.842,4.526
1943,360,0.118,,,184,16028.2,1702.597,0.808,4.659
1944,360,0.115,,,162,16068.6,1695.781,0.721,4.792
1945,360,0.137,,,188,16109,1697.476,0.647,4.925
1946,360,0.134,,,164,16149.4,1698.415,0.659,5.057
1947,360,0.152,,,200,16189.8,1701.388,0.777,5.19
1948,360,0.143,,,143,16230.2,1715.361,1.032,5.323
1949,360,0.135,,,136,16270.6,1736.152,1.133,5.456
1950,360,0.135,0,,117,16311,1768.36,1.241,5.588
1951,360,0.135,0,,118,16520.241,1769.504,1.279,5.714
1952,360,0.137,0,,105,16729.482,1775.557,1.319,5.84
1953,360,0.154,0,,96,16938.723,1796.831,1.394,5.965
1954,360,0.154,0,,89,17147.964,1817.548,1.473,6.091
1955,360,0.154,0,,78,17357.205,1844.417,1.605,6.217
1956,360,0.154,0,,82,17566.446,1856.531,1.601,6.342
1957,360,0.156,0,,81,17775.687,1882.291,1.667,6.468
1958,360,0.157,0,,69,17984.928,1904.765,1.711,6.594
1959,360,0.157,0,,76,18194.169,1925.424,1.812,6.719
1960,360,0.157,0,18406905,69,18403.41,1941.648,1.946,6.845
1961,360,0.189,0,18555250,68.388,18588.323,1948.738,1.97,6.872
1962,360,0.189,0,18676550,67.775,18773.236,1963.465,2.057,6.899
1963,360,0.189,0,18797850,67.162,18958.149,1980.941,2.195,6.926
1964,360,0.189,0,18919126,66.55,19143.062,1990.697,2.349,6.953
1965,360,0.188,0,19031576,65.938,19327.975,2001.51,2.524,6.98
1966,360,0.187,0,19215450,65.325,19512.888,2014.155,2.713,7.007
1967,360,0.187,0,19534242,64.712,19697.801,2043.617,2.902,7.034
1968,360,0.187,0,19799831,64.1,19882.714,2072.775,3.07,7.06
1969,360,0.188,0,20009141,60.9,20067.627,2095.452,3.293,7.087
1970,360,0.188,0,20250398,57.2,20252.54,2128.054,3.642,7.114
1971,360,0.188,0,20461567,53.4,20440.29,2148.363,3.813,7.218
1972,360,0.188,0,20657957,50.1,20628.04,2169.681,4.15,7.321
1973,360,0.188,0,20835681,47.3,20815.79,2202.808,4.648,7.424
1974,360,0.188,0,21029429,44.8,21003.54,2224.157,4.734,7.527
1975,360,0.189,0,21293583,42.8,21191.29,2253.262,4.934,7.631
1976,360,0.189,0,21551634,41,21379.04,2281.356,5.265,7.734
1977,360,0.189,0,21756096,39.3,21566.79,2305.397,5.562,7.837
1978,360,0.189,0,21951464,37.8,21754.54,2331.245,5.836,7.941
1979,360,0.189,0,22090488,36.3,21942.29,2355.191,6.055,8.044
1980,360,0.187,0,22207282,34.9,22130.04,2366.007,6.153,8.147
1981,360,0.187,0,22353070,33.6,22203.63,2374.315,6.205,8.243
1982,360,0.187,0,22475741,32.5,22277.22,2392.716,6.356,8.338
1983,360,0.187,0,22560478,31.8,22350.81,2405.432,6.518,8.434
1984,360,0.187,0,22640547,31.6,22424.4,2425.513,6.713,8.53
1985,360,0.187,0,22732999,31.8,22497.99,2425.621,6.826,8.625
1986,360,0.187,0,22836841,32.2,22571.58,2437.755,6.896,8.721
1987,360,0.187,0,22949430,32.6,22645.17,2451.857,6.952,8.817
1988,360,0.187,0,23057662,32.6,22718.76,2467.771,6.881,8.912
1989,360,0.126,0,23161458,32,22792.35,2472.016,6.706,9.008
1990,360,0.437,0,23201835,31,22865.94,2479.107,6.655,9.104
1991,360,0.536,0,23001155,30.1,22824.538,2480.115,6.385,9.172
1992,360,0.555,0,22794284,29.1,22783.136,2458.538,6.114,9.241
1993,360,0.573,0,22763280,28.5,22741.734,2460.02,6.17,9.309
1994,360,0.573,0,22730211,27.9,22700.332,2455.93,6.46,9.377
1995,360,0.573,0,22684270,27.3,22658.93,2446.6,6.776,9.446
1996,360,0.578,0,22619004,26.7,22617.528,2434.94,6.977,9.514
1997,360,0.629,0,22553978,26,22576.126,2424.191,6.9,9.583
1998,360,0.629,0,22507344,25,22534.724,2415.808,6.814,9.651
1999,360,0.629,0,22472040,24.2,22493.322,2397.072,6.9,9.719
2000,360,0.62,0,22442971,23.2,22451.92,2380.415,7.139,9.788
2001,360,0.599,0,22131970,22.4,,2352.653,7.638,9.845
2002,360,0.599,0,21730496,21.6,,2315.578,8.442,9.902
2003,360,0.615,0,21574326,20.6,,2287.671,9.036,9.959
2004,360,0.612,0,21451748,19.5,,2272.553,9.864,10.015
2005,360,0.618,0,21319685,18.2,,2252.293,10.553,10.072
2006,360,0.618,0,21193760,16.7,,2238.895,11.61,10.129
2007,360,0.619,0,20882982,15.3,,2220.485,12.741,10.186
2008,360,0.628,0,20537875,14,,2210.481,13.831,10.243
2009,360,0.683,0,20367487,13,,2179.539,13.989,10.3
2010,360,0.683,0,20246871,12.1,,2154.669,14.021,10.357
2011,360,0.686,0,20147528,11.5,,2136.021,14.281,10.357
2012,360,0.676,0,20058035,10.9,,2129.925,14.726,10.357
2013,360,0.677,0,19983693,10.5,,2121.365,15.209,10.357
2014,360,0.682,0,19908979,10.1,,2114.243,15.769,10.357
2015,360,0.717,0,19815616,9.7,,2106.46,16.4,10.357
2016,360,0.736,0,19702267,,,2107.477,17.065,10.357
2017,360,0.688,0,19588715,,,2097.162,18.379,10.357
2018,360,0.692,0,19473970,,,2087.699,19.246,10.357
2019,360,0.703,0,19371648,,,2091.157,19.703,10.357
2020,360,0.766,0,19286123,,,,,10.357
2021,360,0.782,0,,,,,,10.357
1900,403,0.026,,,,40,,,
1901,403,0.026,,,,41.9,,,
1902,403,0.026,,,,43.8,,,
1903,403,0.026,,,,45.7,,,
1904,403,0.026,,,,47.6,,,
1905,403,0.026,,,,49.5,,,
1906,403,0.026,,,,51.4,,,
1907,403,0.026,,,,53.3,,,
1908,403,0.026,,,,55.2,,,
1909,403,0.026,,,,57.1,,,
1910,403,0.026,,,,59,,,
1911,403,0.038,,,,58.7,,,
1912,403,0.038,,,,58.4,,,
1913,403,0.038,,,,58.1,,,
1914,403,0.038,,,,57.8,,,
1915,403,0.038,,,,57.5,,,
1916,403,0.038,,,,57.2,,,
1917,403,0.038,,,,56.9,,,
1918,403,0.038,,,,56.6,,,
1919,403,0.038,,,,56.3,,,
1920,403,0.038,,,,56,,,
1921,403,0.038,,,,56.4,,,
1922,403,0.038,,,,56.8,,,
1923,403,0.038,,,,57.2,,,
1924,403,0.038,,,,57.6,,,
1925,403,0.038,,,,58,,,
1926,403,0.036,,,,58.4,,,
1927,403,0.029,,,,58.8,,,
1928,403,0.029,,,,59.2,,,
1929,403,0.029,,,,59.6,,,
1930,403,0.029,,,,60,,,
1931,403,0.029,,,,60.1,,,
1932,403,0.029,,,,60.2,,,
1933,403,0.029,,,,60.3,,,
1934,403,0.029,,,,60.4,,,
1935,403,0.029,,,,60.5,,,
1936,403,0.029,,,,60.6,,,
1937,403,0.029,,,,60.7,,,
1938,403,0.029,,,,60.8,,,
1939,403,0.029,,,,60.9,,,
1940,403,0.029,,,,61,,,
1941,403,0.029,,,,60.873,,,
1942,403,0.029,,,,60.746,,,
1943,403,0.029,,,,60.619,,,
1944,403,0.029,,,,60.492,,,
1945,403,0.029,,,,60.365,,,
1946,403,0.029,,,,60.238,,,
1947,403,0.029,,,,60.111,,,
1948,403,0.029,,,,59.984,,,
1949,403,0.029,,,,59.857,,,
1950,403,0.03,,,,59.73,6.43,1.29,
1951,403,0.03,,,,60.097,6.409,1.287,
1952,403,0.03,,,,60.465,6.426,1.281,
1953,403,0.028,,,,60.832,6.414,1.282,
1954,403,0.03,,,,61.199,6.422,1.276,
1955,403,0.03,,,,61.566,6.447,1.261,
1956,403,0.03,,,,61.934,6.496,1.266,
1957,403,0.03,,,,62.301,6.555,1.279,
1958,403,0.03,,,,62.668,6.637,1.312,
1959,403,0.03,,,,63.036,6.704,1.319,
1960,403,0.03,,64294,69,63.403,6.782,1.383,
1961,403,0.03,,64597,67.78,64.426,6.841,1.461,
1962,403,0.03,,64478,66.56,65.449,6.888,1.547,
1963,403,0.03,,64237,65.34,66.471,6.932,1.631,
1964,403,0.03,,64278,64.12,67.494,7.003,1.715,
1965,403,0.03,,64884,62.9,68.517,7.127,1.798,
1966,403,0.03,,66172,61.1,69.54,7.243,1.879,
1967,403,0.03,,68039,59.5,70.563,7.4,1.966,
1968,403,0.03,,70258,58.2,71.585,7.567,2.045,
1969,403,0.03,,72501,57.4,72.608,7.731,2.103,
1970,403,0.03,,74570,57.1,73.631,7.854,2.126,
1971,403,0.03,,76344,57.1,75.675,8.017,2.172,
1972,403,0.042,,77930,57.5,77.719,8.165,2.197,
1973,403,0.042,,79463,58,79.763,8.334,2.224,
1974,403,0.058,,81148,58.5,81.807,8.533,2.285,
1975,403,0.14,0,83134,58.9,83.851,8.727,2.361,
1976,403,0.16,0,85475,59.2,85.895,8.963,2.448,
1977,403,0.16,0,88102,59.4,87.939,9.263,2.664,
1978,403,0.16,0,90846,59.5,89.983,9.546,2.79,
1979,403,0.16,0,93458,59.9,92.027,9.867,2.912,
1980,403,0.16,0,95788,60.4,94.071,10.037,2.76,
1981,403,0.16,0,97767,61.2,96.609,10.199,2.584,
1982,403,0.16,0,99478,62.1,99.147,10.403,2.487,
1983,403,0.16,0,101064,63.3,101.686,10.6,2.382,
1984,403,0.16,0,102826,64.6,104.224,10.78,2.289,
1985,403,0.16,0,104926,66,106.762,11.036,2.259,
1986,403,0.16,0,107429,67.2,109.3,11.26,2.167,
1987,403,0.191,0,110259,68.4,111.838,11.516,2.085,
1988,403,0.191,0,113288,69.2,114.377,11.761,2.041,
1989,403,0.191,0,116313,70,116.915,12.128,2.059,
1990,403,0.234,0,119211,70.5,119.453,12.421,2.029,
1991,403,0.563,0,121949,70.8,123.496,12.717,1.989,
1992,403,0.645,0,124574,70.7,127.539,12.955,1.946,
1993,403,0.656,0,127066,70.2,131.582,13.203,1.929,
1994,403,0.654,0,129426,69.4,135.625,13.443,1.901,
1995,403,0.65,1,131679,68.1,139.668,13.635,1.882,
1996,403,0.645,0,133799,66.6,143.711,13.876,1.889,
1997,403,0.641,0,135831,64.8,147.754,14.097,1.917,
1998,403,0.642,0,137855,62.8,151.797,14.344,1.962,
1999,403,0.646,0,139964,60.7,155.84,14.565,1.981,
2000,403,0.646,0,142264,58.5,159.883,14.882,2.019,
2001,403,0.657,0,144760,56.2,,15.247,2.112,
2002,403,0.666,0,147450,54,,15.575,2.16,
2003,403,0.667,2,150405,51.8,,15.938,2.223,
2004,403,0.673,0,153736,49.6,,16.274,2.288,
2005,403,0.676,0,157472,47.5,,16.661,2.374,
2006,403,0.668,0,161676,45.6,,17.065,2.45,
2007,403,0.665,0,166297,43.9,,17.413,2.501,
2008,403,0.665,0,171122,42.4,,17.894,2.587,
2009,403,0.665,0,175877,41,,18.389,2.643,
2010,403,0.68,0,180372,39.8,,18.879,2.776,
2011,403,0.685,0,184521,38.7,,19.407,2.938,
2012,403,0.679,0,188394,37.5,,19.743,3.007,
2013,403,0.678,0,192076,36.6,,20.171,3.114,
2014,403,0.683,0,195727,35.5,,20.663,3.244,
2015,403,0.699,0,199439,34.6,,21.032,3.304,
2016,403,0.686,0,203221,,,21.456,3.365,
2017,403,0.667,0,207086,,,21.783,3.406,
2018,403,0.667,0,211032,,,22.158,3.394,
2019,403,0.699,0,215048,,,22.411,3.367,
2020,403,0.694,0,219161,,,,,
2021,403,0.688,,,,,,,
1789,670,0.016,,,,,,,
1790,670,0.016,,,,,,,
1791,670,0.016,,,,,,,
1792,670,0.016,,,,,,,
1793,670,0.016,,,,,,,
1794,670,0.016,,,,,,,
1795,670,0.016,,,,,,,
1796,670,0.016,,,,,,,
1797,670,0.016,,,,,,,
1798,670,0.016,,,,,,,
1799,670,0.016,,,,,,,
1800,670,0.016,,,,2000,,,
1801,670,0.016,,,,2005.045,,,
1802,670,0.016,,,,2010.09,,,
1803,670,0.016,,,,2015.134,,,
1804,670,0.016,,,,2020.179,,,
1805,670,0.016,,,,2025.224,,,
1806,670,0.016,,,,2030.269,,,
1807,670,0.016,,,,2035.313,,,
1808,670,0.016,,,,2040.358,,,
1809,670,0.016,,,,2045.403,,,
1810,670,0.016,,,,2050.448,,,
1811,670,0.016,,,,2055.493,,,
1812,670,0.016,,,,2060.537,,,
1813,670,0.016,,,,2065.582,,,
1814,670,0.016,,,,2070.627,,,
1815,670,0.016,,,,2075.672,,,
1816,670,0.016,,,,2080.716,,,
1817,670,0.016,,,,2085.761,,,
1818,670,0.016,,,,2090.806,,,
1822,670,0.009,,,,2095.851,226.349,1.06,
1823,670,0.009,,,,2100.896,227.235,1.056,
1824,670,0.009,,,,2105.94,226.948,1.057,
1825,670,0.009,,,,2110.985,227.993,1.059,
1826,670,0.009,,,,2116.03,227.66,1.065,
1827,670,0.009,,,,2121.075,227.658,1.068,
1828,670,0.009,,,,2126.119,228.512,1.07,
1829,670,0.009,,,,2131.164,229.184,1.068,
1830,670,0.009,,,,2136.209,230.878,1.075,
1831,670,0.009,,,,2141.254,231.522,1.071,
1832,670,0.009,,,,2146.299,231.702,1.068,
1833,670,0.009,,,,2151.343,232.474,1.072,
1834,670,0.009,,,,2156.388,233.044,1.083,
1835,670,0.009,,,,2161.433,233.787,1.087,
1836,670,0.009,,,,2166.478,234.437,1.09,
1837,670,0.009,,,,2171.522,234.965,1.094,
1838,670,0.009,,,,2176.567,236.947,1.101,
1839,670,0.009,,,,2181.612,237.545,1.1,
1840,670,0.009,,,,2186.657,239.119,1.109,
1841,670,0.009,,,,2191.701,239.052,1.116,
1842,670,0.009,,,,2196.746,238.755,1.117,
1843,670,0.009,,,,2201.791,238.427,1.112,
1844,670,0.009,,,,2206.836,238.001,1.117,
1845,670,0.009,,,,2211.881,238.18,1.118,
1846,670,0.009,,,,2216.925,239.549,1.116,
1847,670,0.009,,,,2221.97,240.105,1.124,
1848,670,0.009,,,,2227.015,241.689,1.128,
1849,670,0.009,,,,2232.06,241.784,1.123,
1850,670,0.009,,,,2237.104,242.684,1.124,
1851,670,0.009,,,,2242.149,243.868,1.122,
1852,670,0.009,,,,2247.194,244.191,1.131,
1853,670,0.009,,,,2252.239,244.404,1.134,
1854,670,0.009,,,,2257.284,244.626,1.135,
1855,670,0.009,,,,2262.328,244.807,1.131,
1856,670,0.009,,,,2267.373,245.738,1.126,
1857,670,0.009,,,,2272.418,245.996,1.125,
1858,670,0.009,,,,2277.463,246.303,1.128,
1859,670,0.009,,,,2282.507,247.273,1.13,
1860,670,0.009,,,,2287.552,247.509,1.12,
1861,670,0.009,,,,2292.597,248.026,1.115,
1862,670,0.009,,,,2297.642,248.412,1.112,
1863,670,0.009,,,,2302.687,249.631,1.108,
1864,670,0.009,,,,2307.731,250.817,1.099,
1865,670,0.009,,,,2312.776,250.86,1.097,
1866,670,0.009,,,,2317.821,250.572,1.101,
1867,670,0.009,,,,2322.866,251.121,1.104,
1868,670,0.009,,,,2327.91,251.245,1.096,
1869,670,0.009,,,,2332.955,251.642,1.097,
1870,670,0.009,,,,2338,251.128,1.098,
1871,670,0.009,,,,2343.4,252.409,1.11,
1872,670,0.009,,,,2348.8,253.12,1.123,
1873,670,0.009,,,,2354.2,254.576,1.128,
1874,670,0.009,,,,2359.6,255.738,1.135,
1875,670,0.009,,,,2365,255.691,1.14,
1876,670,0.009,,,,2370.4,257.074,1.146,
1877,670,0.009,,,,2375.8,258.37,1.143,
1878,670,0.009,,,,2381.2,259.485,1.147,
1879,670,0.009,,,,2386.6,260.399,1.159,
1880,670,0.009,,,,2392,260.13,1.163,
1881,670,0.009,,,,2397.4,261.123,1.175,
1882,670,0.009,,,,2402.8,261.322,1.174,
1883,670,0.009,,,,2408.2,261.953,1.178,
1884,670,0.009,,,,2413.6,262.958,1.176,
1885,670,0.009,,,,2419,264.011,1.178,
1886,670,0.009,,,,2424.4,264.504,1.185,
1887,670,0.009,,,,2429.8,266.572,1.19,
1888,670,0.009,,,,2435.2,267.373,1.194,
1889,670,0.009,,,,2440.6,268.427,1.205,
1890,670,0.009,,,,2446,270.139,1.203,
1891,670,0.009,,,,2451.4,271.718,1.209,
1892,670,0.009,,,,2456.8,272.678,1.209,
1893,670,0.009,,,,2462.2,273.514,1.22,
1894,670,0.009,,,,2467.6,274.18,1.22,
1895,670,0.009,,,,2473,275.542,1.236,
1896,670,0.009,,,,2478.4,276.859,1.242,
1897,670,0.009,,,,2483.8,278.717,1.245,
1898,670,0.009,,,,2489.2,279.223,1.262,
1899,670,0.009,,,,2494.6,280.963,1.26,
1900,670,0.009,,,,2500,282.273,1.258,
1901,670,0.009,,,,2517.6,282.036,1.26,
1902,670,0.009,,,,2535.2,283.098,1.251,
1903,670,0.008,,,,2552.8,283.578,1.26,
1904,670,0.008,,,,2570.4,284.068,1.267,
1905,670,0.008,,,,2588,284.825,1.275,
1906,670,0.008,,,,2605.6,286.195,1.276,
1907,670,0.008,,,,2623.2,287.868,1.29,
1908,670,0.008,,,,2640.8,289.719,1.297,
1909,670,0.008,,,,2658.4,290.374,1.307,
1910,670,0.008,,,,2676,291.504,1.312,
1911,670,0.008,,,,2705.595,291.261,1.313,
1912,670,0.008,,,,2735.19,290.822,1.317,
1913,670,0.008,,,,2764.785,292.302,1.318,
1914,670,0.008,,,,2794.38,294.728,1.372,
1915,670,0.008,,,,2823.975,298.025,1.428,
1916,670,0.008,,,,2853.57,301.271,1.48,
1917,670,0.008,,,,2883.165,303.624,1.542,
1918,670,0.008,,,,2912.76,306.996,1.604,
1919,670,0.008,,,,2942.355,311.255,1.655,
1920,670,0.008,,,,2971.95,313.369,1.723,
1921,670,0.008,,,,3001.545,315.733,1.792,
1922,670,0.008,,,,3031.14,319.175,1.842,
1923,670,0.008,,,,3060.735,322.115,1.907,
1924,670,0.008,,,,3090.33,325.485,1.974,
1925,670,0.008,,,,3119.925,328.751,2.052,
1926,670,0.008,,,,3149.52,330.862,2.135,
1927,670,0.008,,,,3179.115,333.491,2.217,
1928,670,0.008,,,,3208.71,336.425,2.295,
1929,670,0.008,,,,3238.305,339.271,2.38,
1930,670,0.008,,,,3267.9,341.513,2.46,
1931,670,0.008,,,,3297.496,345.484,2.551,
1932,670,0.008,,,,3327.091,349.382,2.635,
1933,670,0.008,,,,3356.686,352.381,2.721,
1934,670,0.008,,,,3386.281,355.822,2.807,
1935,670,0.008,,,,3415.876,358.966,2.912,
1936,670,0.008,,,,3445.471,362.214,3.013,
1937,670,0.008,,,,3475.066,365.471,3.128,
1938,670,0.008,,,,3504.661,367.949,3.246,
1939,670,0.008,,,,3534.256,371.595,3.348,
1940,670,0.008,,,,3563.851,375.522,3.487,
1941,670,0.008,,,,3593.446,380.212,3.597,
1942,670,0.008,,,,3623.041,383.883,3.733,
1943,670,0.008,,,,3652.636,386.363,3.872,
1944,670,0.008,,,,3682.231,391.322,4.035,
1945,670,0.008,,,,3711.826,394.002,4.158,
1946,670,0.008,,,,3741.421,398.492,4.338,
1947,670,0.008,,,,3771.016,404.483,4.459,
1948,670,0.008,,,,3800.611,408.51,4.603,
1949,670,0.008,,,,3830.206,411.991,4.759,
1950,670,0.008,0,,,3859.801,414.102,4.935,2.751
1951,670,0.008,0,,,3945.651,420.044,5.153,2.775
1952,670,0.008,0,,,4031.501,427.379,5.405,2.799
1953,670,0.01,0,,,4117.351,435.222,5.673,2.823
1954,670,0.013,0,,,4203.201,442.952,6.016,2.847
1955,670,0.013,0,,,4289.051,450.995,6.275,2.87
